CAD Event Number,CAD Event Clearance Description,Call Type,Priority,Initial Call Type,Final Call Type,CAD Event Original Time Queued,CAD Event Arrived Time,Dispatch Precinct,Dispatch Sector,Dispatch Beat,Dispatch Longitude,Dispatch Latitude,Dispatch Reporting Area,CAD Event Response Category,Call Sign Dispatch ID,Call Sign Dispatch Time,First CARE Call Sign At Scene Time,First CARE Call Sign Dispatch Time,First Co-Response Call Sign At Scene Time,First Co-Response Call Sign Dispatch Time,First SPD Call Sign at Scene Time,First SPD Call Sign Dispatch Time,Last CARE Call Sign In-Service Time,Last Co-Response Call Sign In-Service Time,Last SPD Call Sign In-Service Time,CARE Call Sign Total Service Time (s),Co-Response Call Sign Total Service Time (s),SPD Call Sign Total Service Time (s),Call Sign Total Service Time (s),First CARE Call Sign Dispatch Delay Time (s),First CARE Call Sign Response Time (s),First Co-Response Call Sign Dispatch Delay Time (s),First Co-Response Call Sign Response Time (s),First SPD Call Sign Dispatch Delay Time (s),First SPD Call Sign Response Time (s),Call Sign Dispatch Delay Time (s),Call Sign Response Time (s),Call Sign at Scene Time,CAD Event First Response Time (s),Call Sign In-Service Time,Call Type Indicator,Dispatch Neighborhood,Call Type Received Classification
2024000135737,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - IN-SERVICE TRAINING,ASSIGNED DUTY - IN-SERVICE TRAINING,05/19/2024 03:34:10 AM,05/19/2024 03:34:10 AM,SOUTH,SAM,S1,,,,SPD,20240001357373S32,05/19/2024 03:34:10 AM,,,,,05/19/2024 03:34:10 AM,05/19/2024 03:34:10 AM,,,05/19/2024 04:19:04 AM,,,5388,5388,,,,,0,0,0,0,05/19/2024 03:34:10 AM,0,05/19/2024 04:19:04 AM,ONVIEW,-,OFFICER_GENERATED
2024000185390,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,07/06/2024 03:28:49 PM,07/06/2024 03:28:49 PM,WEST,QUEEN,Q3,,,,SPD,2024000185390P311,07/06/2024 03:28:49 PM,,,,,07/06/2024 03:28:49 PM,07/06/2024 03:28:49 PM,,,07/07/2024 02:51:54 AM,,,40985,40985,,,,,0,0,0,0,07/06/2024 03:28:49 PM,0,07/07/2024 02:51:54 AM,ONVIEW,-,OFFICER_GENERATED
2024000214665,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",08/02/2024 07:18:17 AM,08/02/2024 07:40:00 AM,SOUTH,ROBERT,R3,,,,SPD,2024000214665Y13,08/02/2024 10:44:26 AM,,,,,08/02/2024 07:40:00 AM,08/02/2024 07:40:00 AM,,,08/02/2024 09:13:12 PM,,,3189673,37704,,,,,1303,1303,12369,15953,08/02/2024 11:44:10 AM,1303,08/02/2024 09:12:50 PM,DISPATCH,-,COMMUNITY_GENERATED
2024000318176,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - HOSPITAL GUARD,DISTURBANCE - OTHER,11/09/2024 05:44:04 PM,11/09/2024 05:44:04 PM,EAST,GEORGE,G1,,,,SPD,20240003181762K2,11/09/2024 05:44:04 PM,,,,,11/09/2024 05:44:04 PM,11/09/2024 05:44:04 PM,,,11/10/2024 04:28:56 AM,,,55475,19570,,,,,0,0,0,0,11/09/2024 05:44:04 PM,0,11/09/2024 08:27:09 PM,ONVIEW,-,OFFICER_GENERATED
2024000265463,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - COURT,ASSIGNED DUTY - COURT,09/18/2024 08:04:47 AM,09/18/2024 08:04:47 AM,UNKNOWN,,N,,,,SPD,2024000265463P303,09/18/2024 08:04:47 AM,,,,,09/18/2024 08:04:47 AM,09/18/2024 08:04:47 AM,,,09/18/2024 08:05:00 AM,,,13,13,,,,,0,0,0,0,09/18/2024 08:04:47 AM,0,09/18/2024 08:05:00 AM,ONVIEW,-,OFFICER_GENERATED
2025000028107,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),DIRECTED PATROL ACTIVITY,01/30/2025 12:43:15 PM,01/30/2025 12:43:15 PM,WEST,DAVID,D3,,,,SPD,2025000028107HBR4,01/30/2025 12:43:15 PM,,,,,01/30/2025 12:43:15 PM,01/30/2025 12:43:15 PM,,,01/30/2025 01:12:27 PM,,,193,193,,,,,0,0,0,0,01/30/2025 12:43:15 PM,0,01/30/2025 01:12:27 PM,ONVIEW,UNKNOWN,OFFICER_GENERATED
2024000142786,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,05/26/2024 11:19:47 AM,05/26/2024 11:19:47 AM,WEST,DAVID,D1,,,,SPD,2024000142786V7411,05/26/2024 11:19:47 AM,,,,,05/26/2024 11:19:47 AM,05/26/2024 11:19:47 AM,,,05/26/2024 03:16:30 PM,,,14203,14203,,,,,0,0,0,0,05/26/2024 11:19:47 AM,0,05/26/2024 03:16:30 PM,ONVIEW,-,OFFICER_GENERATED
2024000161740,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,06/14/2024 08:34:25 AM,06/14/2024 08:34:25 AM,EAST,CHARLIE,C3,,,,SPD,2024000161740V8707,06/14/2024 08:34:25 AM,,,,,06/14/2024 08:34:25 AM,06/14/2024 08:34:25 AM,,,06/14/2024 12:34:24 PM,,,14399,14399,,,,,0,0,0,0,06/14/2024 08:34:25 AM,0,06/14/2024 12:34:24 PM,ONVIEW,-,OFFICER_GENERATED
2024000176164,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,06/28/2024 08:31:00 AM,06/28/2024 08:31:00 AM,EAST,EDWARD,E3,,,,SPD,2024000176164V9715,06/28/2024 08:31:00 AM,,,,,06/28/2024 08:31:00 AM,06/28/2024 08:31:00 AM,,,06/28/2024 03:05:12 PM,,,23652,23652,,,,,0,0,0,0,06/28/2024 08:31:00 AM,0,06/28/2024 03:05:12 PM,ONVIEW,-,OFFICER_GENERATED
2024000170421,ASSISTANCE RENDERED,ONVIEW,9,GAS/MAINTENANCE/WASH/GARAGE,GAS/MAINTENANCE/WASH/GARAGE,06/22/2024 08:10:58 PM,06/22/2024 08:10:58 PM,WEST,KING,K2,,,,SPD,20240001704213C01,06/22/2024 08:10:58 PM,,,,,06/22/2024 08:10:58 PM,06/22/2024 08:10:58 PM,,,06/22/2024 08:30:32 PM,,,2348,2348,,,,,0,0,0,0,06/22/2024 08:10:58 PM,0,06/22/2024 08:30:32 PM,ONVIEW,-,OFFICER_GENERATED
2024000193986,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,07/14/2024 01:41:20 PM,07/14/2024 01:41:20 PM,WEST,KING,K3,,,,SPD,20240001939862G1,07/14/2024 01:41:20 PM,,,,,07/14/2024 01:41:20 PM,07/14/2024 01:41:20 PM,,,07/14/2024 02:52:25 PM,,,8530,8530,,,,,0,0,0,0,07/14/2024 01:41:20 PM,0,07/14/2024 02:52:25 PM,ONVIEW,-,OFFICER_GENERATED
2024000126150,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),PREMISE CHECKS - BUSINESS CHECK,05/09/2024 04:15:56 PM,05/09/2024 04:15:56 PM,WEST,MARY,M3,,,,SPD,20240001261502K,05/09/2024 04:15:56 PM,,,,,05/09/2024 04:15:56 PM,05/09/2024 04:15:56 PM,,,05/09/2024 07:42:04 PM,,,1764,896,,,,,0,0,0,0,05/09/2024 04:15:56 PM,0,05/09/2024 07:42:04 PM,ONVIEW,DOWNTOWN COMMERCIAL,OFFICER_GENERATED
2024000127903,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIST OTHER AGENCY - FEDERAL AGENCY,05/11/2024 09:15:03 AM,05/11/2024 09:15:03 AM,EAST,CHARLIE,C2,,,,SPD,2024000127903272,05/11/2024 09:15:09 AM,,,,,05/11/2024 09:15:03 AM,05/11/2024 09:15:03 AM,,,05/11/2024 02:24:36 PM,,,36280,17707,,,,,0,0,6,6,05/11/2024 09:15:09 AM,0,05/11/2024 02:10:16 PM,ONVIEW,-,OFFICER_GENERATED
2024000336545,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - MEET W/ SUPERVISOR (OUT OF SVC),ASSIGNED DUTY - MEET W/ SUPERVISOR (OUT OF SVC),11/28/2024 06:56:41 PM,11/28/2024 06:56:41 PM,SOUTHWEST,FRANK,F1,,,,SPD,20240003365453F22,11/28/2024 06:56:41 PM,,,,,11/28/2024 06:56:41 PM,11/28/2024 06:56:41 PM,,,11/28/2024 08:10:42 PM,,,4441,4441,,,,,0,0,0,0,11/28/2024 06:56:41 PM,0,11/28/2024 08:10:42 PM,ONVIEW,-,OFFICER_GENERATED
2024000345731,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,12/09/2024 07:02:13 AM,12/09/2024 07:02:13 AM,WEST,QUEEN,Q3,,,,SPD,2024000345731V6342,12/09/2024 07:02:13 AM,,,,,12/09/2024 07:02:13 AM,12/09/2024 07:02:13 AM,,,12/09/2024 06:22:42 PM,,,40829,40829,,,,,0,0,0,0,12/09/2024 07:02:13 AM,0,12/09/2024 06:22:42 PM,ONVIEW,-,OFFICER_GENERATED
2025000016419,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",ASSIST PUBLIC - OTHER (NON-SPECIFIED),01/18/2025 08:53:15 AM,01/18/2025 08:53:15 AM,WEST,KING,K3,,,,SPD,2025000016419CSO12,01/18/2025 08:53:15 AM,,,,,01/18/2025 08:53:15 AM,01/18/2025 08:53:15 AM,,,01/18/2025 11:18:33 AM,,,17436,17436,,,,,0,0,0,0,01/18/2025 08:53:15 AM,0,01/18/2025 11:18:33 AM,ONVIEW,-,OFFICER_GENERATED
2024000126937,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,ASSIGNED DUTY - OTHER ESCORT,05/10/2024 11:04:43 AM,05/10/2024 12:43:41 PM,WEST,MARY,M2,,,,SPD,2024000126937CAR11,05/10/2024 03:30:31 PM,,,,,05/10/2024 12:43:41 PM,05/10/2024 12:43:41 PM,,,05/11/2024 05:10:05 PM,,,2518068,19046,,,,,5938,5938,15948,,,5938,05/10/2024 08:47:57 PM,DISPATCH,-,COMMUNITY_GENERATED
2025000039019,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",OFF DUTY EMPLOYMENT,02/11/2025 02:29:37 PM,02/11/2025 02:29:37 PM,SOUTH,OCEAN,O2,,,,SPD,2025000039019V8727,02/11/2025 02:34:35 PM,,,,,02/11/2025 02:29:37 PM,02/11/2025 02:29:37 PM,,,02/11/2025 08:22:10 PM,,,82021,20172,,,,,0,0,298,298,02/11/2025 02:34:35 PM,0,02/11/2025 08:10:47 PM,ONVIEW,-,OFFICER_GENERATED
2025000090671,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,CROWD MGMNT (STAND BY ONLY),04/05/2025 09:58:34 AM,04/05/2025 10:11:50 AM,WEST,QUEEN,Q3,,,,SPD,2025000090671POET4,04/05/2025 11:45:13 AM,,,,,04/05/2025 10:11:50 AM,04/05/2025 10:11:50 AM,,,04/05/2025 04:37:41 PM,,,253639,17547,,,,,796,796,6399,6399,04/05/2025 11:45:13 AM,796,04/05/2025 04:37:40 PM,DISPATCH,-,COMMUNITY_GENERATED
2024000226790,ASSISTANCE RENDERED,ONVIEW,9,GAS/MAINTENANCE/WASH/GARAGE,GAS/MAINTENANCE/WASH/GARAGE,08/13/2024 11:16:48 AM,08/13/2024 11:16:49 AM,SOUTH,SAM,S1,,,,SPD,2024000226790P84,08/13/2024 11:16:49 AM,,,,,08/13/2024 11:16:49 AM,08/13/2024 11:16:49 AM,,,08/13/2024 01:49:30 PM,,,9161,9161,,,,,1,1,1,1,08/13/2024 11:16:49 AM,1,08/13/2024 01:49:30 PM,ONVIEW,-,OFFICER_GENERATED
2024000230355,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,08/16/2024 04:08:18 PM,08/16/2024 04:08:18 PM,WEST,KING,K2,,,,SPD,2024000230355V8832,08/16/2024 04:08:18 PM,,,,,08/16/2024 04:08:18 PM,08/16/2024 04:08:18 PM,,,08/17/2024 12:35:18 AM,,,30420,30420,,,,,0,0,0,0,08/16/2024 04:08:18 PM,0,08/17/2024 12:35:18 AM,ONVIEW,-,OFFICER_GENERATED
2024000234582,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",08/20/2024 01:55:28 PM,08/20/2024 01:55:28 PM,SOUTH,OCEAN,O1,,,,SPD,20240002345822O33,08/20/2024 01:55:28 PM,,,,,08/20/2024 01:55:28 PM,08/20/2024 01:55:28 PM,,,08/20/2024 02:16:53 PM,,,1285,1285,,,,,0,0,0,0,08/20/2024 01:55:28 PM,0,08/20/2024 02:16:53 PM,ONVIEW,-,OFFICER_GENERATED
2024000155347,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",DIRECTED PATROL ACTIVITY,06/08/2024 06:14:42 AM,06/08/2024 06:14:42 AM,SOUTH,OCEAN,O3,,,,SPD,2024000155347Y11,06/08/2024 06:14:42 AM,,,,,06/08/2024 06:14:42 AM,06/08/2024 06:14:42 AM,,,06/08/2024 06:37:03 AM,,,1341,1341,,,,,0,0,0,0,06/08/2024 06:14:42 AM,0,06/08/2024 06:37:03 AM,ONVIEW,-,OFFICER_GENERATED
2024000220400,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - IN-SERVICE TRAINING,08/07/2024 12:28:49 PM,08/07/2024 12:28:49 PM,NORTH,NORA,N3,,,,SPD,2024000220400DNCLK,08/07/2024 12:28:49 PM,,,,,08/07/2024 12:28:49 PM,08/07/2024 12:28:49 PM,,,08/07/2024 12:37:11 PM,,,502,502,,,,,0,0,0,0,08/07/2024 12:28:49 PM,0,08/07/2024 12:37:11 PM,ONVIEW,-,OFFICER_GENERATED
2024000288837,ASSISTANCE RENDERED,ONVIEW,9,OUT TO PRECINCT/STATION,OUT TO PRECINCT/STATION,10/11/2024 10:21:50 AM,10/11/2024 10:21:50 AM,NORTH,NORA,N3,,,,SPD,2024000288837DNCLK,10/11/2024 10:21:50 AM,,,,,10/11/2024 10:21:50 AM,10/11/2024 10:21:50 AM,,,10/11/2024 10:36:30 AM,,,880,880,,,,,0,0,0,0,10/11/2024 10:21:50 AM,0,10/11/2024 10:36:30 AM,ONVIEW,-,OFFICER_GENERATED
2025000007826,PROBLEM SOLVING PROJECT,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",TRAFFIC - COMMUNITY TRAFFIC COMPLAINT (CTC),01/09/2025 12:57:12 PM,01/09/2025 12:57:12 PM,NORTH,NORA,N1,,,,SPD,2025000007826T16,01/09/2025 12:57:12 PM,,,,,01/09/2025 12:57:12 PM,01/09/2025 12:57:12 PM,,,01/09/2025 01:55:56 PM,,,1434,1434,,,,,0,0,0,0,01/09/2025 12:57:12 PM,0,01/09/2025 01:55:56 PM,ONVIEW,-,OFFICER_GENERATED
2024000149540,ASSISTANCE RENDERED,ONVIEW,9,OUT TO PRECINCT/STATION,OUT TO PRECINCT/STATION,06/02/2024 12:19:36 PM,06/02/2024 12:19:36 PM,NORTH,NORA,N3,,,,SPD,20240001495401U1,06/02/2024 12:19:36 PM,,,,,06/02/2024 12:19:36 PM,06/02/2024 12:19:36 PM,,,06/02/2024 12:53:46 PM,,,2050,2050,,,,,0,0,0,0,06/02/2024 12:19:36 PM,0,06/02/2024 12:53:46 PM,ONVIEW,-,OFFICER_GENERATED
2024000152687,ASSISTANCE RENDERED,ONVIEW,9,GAS/MAINTENANCE/WASH/GARAGE,GAS/MAINTENANCE/WASH/GARAGE,06/05/2024 04:29:37 PM,06/05/2024 04:29:37 PM,SOUTH,SAM,S1,,,,SPD,2024000152687MP3,06/05/2024 04:29:37 PM,,,,,06/05/2024 04:29:37 PM,06/05/2024 04:29:37 PM,,,06/05/2024 05:38:24 PM,,,8254,8254,,,,,0,0,0,0,06/05/2024 04:29:37 PM,0,06/05/2024 05:38:24 PM,ONVIEW,-,OFFICER_GENERATED
2024000325749,ASSISTANCE RENDERED,ONVIEW,9,PREPLANNED EVENT,ASSIST OTHER AGENCY - CITY AGENCY,11/17/2024 06:23:37 PM,11/17/2024 06:23:37 PM,WEST,KING,K1,,,,SPD,2024000325749POET4,11/17/2024 06:23:45 PM,,,,,11/17/2024 06:23:37 PM,11/17/2024 06:23:37 PM,,,11/17/2024 10:02:22 PM,,,203750,11137,,,,,0,0,8,3929,11/17/2024 07:29:06 PM,0,11/17/2024 09:29:22 PM,ONVIEW,-,OFFICER_GENERATED
2024000337071,OTHER REPORT MADE,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),NARCOTICS - OTHER,11/29/2024 02:28:30 PM,11/29/2024 02:28:31 PM,WEST,MARY,M3,,,,SPD,20240003370712M12,11/29/2024 02:28:31 PM,,,,,11/29/2024 02:28:31 PM,11/29/2024 02:28:31 PM,,,11/29/2024 02:46:51 PM,,,2200,2200,,,,,1,1,1,1,11/29/2024 02:28:31 PM,1,11/29/2024 02:46:51 PM,ONVIEW,DOWNTOWN COMMERCIAL,OFFICER_GENERATED
2024000346206,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,12/09/2024 02:58:50 PM,12/09/2024 02:58:50 PM,WEST,DAVID,D3,,,,SPD,2024000346206V7165,12/09/2024 02:58:50 PM,,,,,12/09/2024 02:58:50 PM,12/09/2024 02:58:50 PM,,,12/09/2024 06:22:55 PM,,,24476,12239,,,,,0,0,0,0,12/09/2024 02:58:50 PM,0,12/09/2024 06:22:49 PM,ONVIEW,-,OFFICER_GENERATED
2025000022122,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",01/24/2025 10:09:26 AM,01/24/2025 10:09:26 AM,SOUTH,SAM,S1,,,,SPD,2025000022122232,01/24/2025 10:09:26 AM,,,,,01/24/2025 10:09:26 AM,01/24/2025 10:09:26 AM,,,01/24/2025 04:42:35 PM,,,23589,23589,,,,,0,0,0,0,01/24/2025 10:09:26 AM,0,01/24/2025 04:42:35 PM,ONVIEW,-,OFFICER_GENERATED
2024000214665,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",08/02/2024 07:18:17 AM,08/02/2024 07:40:00 AM,SOUTH,ROBERT,R3,,,,SPD,2024000214665Y83,08/02/2024 10:25:29 AM,,,,,08/02/2024 07:40:00 AM,08/02/2024 07:40:00 AM,,,08/02/2024 09:13:12 PM,,,3189673,38844,,,,,1303,1303,11232,11232,08/02/2024 10:25:29 AM,1303,08/02/2024 09:12:53 PM,DISPATCH,-,COMMUNITY_GENERATED
2025000018372,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,01/20/2025 02:51:03 PM,01/20/2025 02:51:03 PM,NORTH,NORA,N3,,,,SPD,2025000018372DNCLK,01/20/2025 02:51:03 PM,,,,,01/20/2025 02:51:03 PM,01/20/2025 02:51:03 PM,,,01/20/2025 02:58:10 PM,,,427,427,,,,,0,0,0,0,01/20/2025 02:51:03 PM,0,01/20/2025 02:58:10 PM,ONVIEW,-,OFFICER_GENERATED
2024000289346,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,10/11/2024 07:23:48 PM,10/11/2024 07:23:48 PM,EAST,CHARLIE,C3,,,,SPD,2024000289346V8769,10/11/2024 07:23:48 PM,,,,,10/11/2024 07:23:48 PM,10/11/2024 07:23:48 PM,,,10/11/2024 09:49:46 PM,,,8758,8758,,,,,0,0,0,0,10/11/2024 07:23:48 PM,0,10/11/2024 09:49:46 PM,ONVIEW,-,OFFICER_GENERATED
2025000063926,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),DIRECTED PATROL ACTIVITY,03/09/2025 01:29:12 PM,03/09/2025 01:29:12 PM,WEST,DAVID,D1,,,,SPD,20250000639262D,03/09/2025 01:29:13 PM,,,,,03/09/2025 01:29:12 PM,03/09/2025 01:29:12 PM,,,03/09/2025 01:34:26 PM,,,769,313,,,,,0,0,1,1,03/09/2025 01:29:13 PM,0,03/09/2025 01:34:26 PM,ONVIEW,BELLTOWN,OFFICER_GENERATED
2025000082715,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - COURT,ASSIGNED DUTY - COURT,03/28/2025 12:53:26 PM,03/28/2025 12:53:26 PM,WEST,DAVID,D2,,,,SPD,20250000827152MB,03/28/2025 12:53:26 PM,,,,,03/28/2025 12:53:26 PM,03/28/2025 12:53:26 PM,,,03/28/2025 01:13:34 PM,,,1208,1208,,,,,0,0,0,0,03/28/2025 12:53:26 PM,0,03/28/2025 01:13:34 PM,ONVIEW,-,OFFICER_GENERATED
2025000074630,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,03/20/2025 08:59:41 AM,03/20/2025 08:59:41 AM,WEST,MARY,M3,,,,SPD,2025000074630V7941,03/20/2025 08:59:41 AM,,,,,03/20/2025 08:59:41 AM,03/20/2025 08:59:41 AM,,,03/20/2025 02:08:31 PM,,,18530,18530,,,,,0,0,0,0,03/20/2025 08:59:41 AM,0,03/20/2025 02:08:31 PM,ONVIEW,-,OFFICER_GENERATED
2025000077591,ASSISTANCE RENDERED,ONVIEW,9,STADIUM EVENT ASSIGNMENT,TRAFFIC - TRAFFIC CONTROL (SPECIAL EVENTS),03/23/2025 11:40:53 AM,03/23/2025 11:40:53 AM,WEST,QUEEN,Q3,,,,SPD,2025000077591T12,03/23/2025 03:07:22 PM,,,,,03/23/2025 11:40:53 AM,03/23/2025 11:40:53 AM,,,03/23/2025 10:40:07 PM,,,134124,25120,,,,,0,0,12389,12394,03/23/2025 03:07:27 PM,0,03/23/2025 10:06:02 PM,ONVIEW,-,OFFICER_GENERATED
2024000181816,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),07/03/2024 01:41:33 PM,07/03/2024 01:41:33 PM,WEST,MARY,M3,,,,SPD,20240001818161042,07/03/2024 01:41:33 PM,,,,,07/03/2024 01:41:33 PM,07/03/2024 01:41:33 PM,,,07/03/2024 01:46:16 PM,,,566,566,,,,,0,0,0,0,07/03/2024 01:41:33 PM,0,07/03/2024 01:46:16 PM,ONVIEW,DOWNTOWN COMMERCIAL,OFFICER_GENERATED
2024000235926,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,08/21/2024 02:57:01 PM,08/21/2024 02:57:01 PM,WEST,DAVID,D3,,,,SPD,2024000235926V7165,08/21/2024 02:57:01 PM,,,,,08/21/2024 02:57:01 PM,08/21/2024 02:57:01 PM,,,08/21/2024 06:02:03 PM,,,11102,11102,,,,,0,0,0,0,08/21/2024 02:57:01 PM,0,08/21/2024 06:02:03 PM,ONVIEW,-,OFFICER_GENERATED
2024000287126,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",10/09/2024 04:26:45 PM,10/09/2024 04:26:45 PM,UNKNOWN,OOJ,99,,,,SPD,2024000287126719,10/09/2024 04:26:45 PM,,,,,10/09/2024 04:26:45 PM,10/09/2024 04:26:45 PM,,,10/09/2024 09:24:53 PM,,,17888,17888,,,,,0,0,0,0,10/09/2024 04:26:45 PM,0,10/09/2024 09:24:53 PM,ONVIEW,-,OFFICER_GENERATED
2024000338453,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,12/01/2024 08:01:08 AM,12/01/2024 08:01:08 AM,EAST,EDWARD,E3,,,,SPD,2024000338453V8707,12/01/2024 08:01:08 AM,,,,,12/01/2024 08:01:08 AM,12/01/2024 08:01:08 AM,,,12/01/2024 01:02:14 PM,,,18066,18066,,,,,0,0,0,0,12/01/2024 08:01:08 AM,0,12/01/2024 01:02:14 PM,ONVIEW,-,OFFICER_GENERATED
2024000192159,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,07/12/2024 07:31:18 PM,07/12/2024 07:31:18 PM,NORTH,LINCOLN,L3,,,,SPD,2024000192159V4927,07/12/2024 07:31:18 PM,,,,,07/12/2024 07:31:18 PM,07/12/2024 07:31:18 PM,,,07/13/2024 12:40:07 AM,,,18529,18529,,,,,0,0,0,0,07/12/2024 07:31:18 PM,0,07/13/2024 12:40:07 AM,ONVIEW,-,OFFICER_GENERATED
2024000219733,ASSISTANCE RENDERED,ONVIEW,9,STADIUM EVENT ASSIGNMENT,ASSIGNED DUTY - CENTURYLINK STADIUM,08/06/2024 08:17:01 PM,08/06/2024 08:17:01 PM,WEST,QUEEN,Q3,,,,SPD,2024000219733T6,08/06/2024 08:17:01 PM,,,,,08/06/2024 08:17:01 PM,08/06/2024 08:17:01 PM,,,08/07/2024 01:03:12 AM,,,17171,17171,,,,,0,0,0,0,08/06/2024 08:17:01 PM,0,08/07/2024 01:03:12 AM,ONVIEW,-,OFFICER_GENERATED
2024000224676,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,08/11/2024 10:55:33 AM,08/11/2024 10:55:33 AM,SOUTH,SAM,S2,,,,SPD,2024000224676P322,08/11/2024 11:51:10 AM,,,,,08/11/2024 10:55:33 AM,08/11/2024 10:55:33 AM,,,08/11/2024 05:10:25 PM,,,23984,3872,,,,,0,0,3337,,,0,08/11/2024 12:55:42 PM,ONVIEW,-,OFFICER_GENERATED
2024000193332,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,PREMISE CHECKS - CRIME PREVENTION,07/13/2024 08:46:12 PM,07/13/2024 08:46:12 PM,SOUTH,ROBERT,R3,,,,SPD,2024000193332V7639,07/13/2024 08:46:12 PM,,,,,07/13/2024 08:46:12 PM,07/13/2024 08:46:12 PM,,,07/13/2024 11:41:47 PM,,,10535,10535,,,,,0,0,0,0,07/13/2024 08:46:12 PM,0,07/13/2024 11:41:47 PM,ONVIEW,-,OFFICER_GENERATED
